date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version,death_calibrated
2020-02-13,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.99,5.03,5.05,5.06,5.08,5.14,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.99,5.03,5.05,5.06,5.08,5.14,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.99,5.03,5.05,5.06,5.08,5.14,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.99,5.03,5.05,5.06,5.08,5.14,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.99,5.03,5.05,5.06,5.08,5.14,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.99,5.03,5.05,5.06,5.08,5.14,Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,hospital_demand,0,0,0,0,0,0,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.98,5.03,5.05,5.05,5.08,5.13,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.98,5.03,5.05,5.05,5.08,5.13,Surged Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.98,5.03,5.05,5.05,5.08,5.13,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.98,5.03,5.05,5.05,5.08,5.13,Surged Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,hospital_demand,0,0,0,0,0,0,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,ICU_demand,0,0,0,0,0,0,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,infections,0,0,0,0,0,0,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,prevalence,5,5,5,5,5,5,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,cumulative_infections,0,0,0,0,0,0,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Rt,4.98,5.03,5.05,5.05,5.08,5.13,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-13,Reff,4.98,5.03,5.05,5.05,5.08,5.13,Surged Relax Interventions 50%,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,deaths,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,infections,0.62,0.62,0.62,0.62,0.62,0.62,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,prevalence,5.21,5.21,5.21,5.21,5.21,5.22,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,cumulative_infections,0.62,0.62,0.62,0.62,0.62,0.62,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,cumulative_deaths,0,0,0,0,0,0,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,Rt,4.99,5.03,5.05,5.06,5.08,5.14,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,Reff,4.99,5.03,5.05,5.06,5.08,5.14,Additional 50% Reduction,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,deaths,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,infections,0.62,0.62,0.62,0.62,0.62,0.62,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,prevalence,5.21,5.21,5.21,5.21,5.21,5.22,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,cumulative_infections,0.62,0.62,0.62,0.62,0.62,0.62,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,cumulative_deaths,0,0,0,0,0,0,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,Rt,4.99,5.03,5.05,5.06,5.08,5.14,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
2020-02-14,Reff,4.99,5.03,5.05,5.06,5.08,5.14,Maintain Status Quo,Austria,AUT,2021-05-08,v8,TRUE
